Name,light.gg URL,PvX,Weap Type,Archetype,Perk 1,Perk 2,Perk 3,Perk 4
tempered dynamo,https://www.light.gg/db/items/2753269585,pve,Fusion Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Enhanced Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Opening Shot', 'Shield Disorient']","['Rampage', 'Kill Clip', 'High-Impact Reserves']"
tempered dynamo,https://www.light.gg/db/items/2753269585,pvp,Fusion Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Enhanced Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']","['Opening Shot', 'Backup Plan']","['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Disruption Break']"
the emperor's envy,https://www.light.gg/db/items/4288031461,pve,Fusion Rifle,Precision Frame,[],[],[],[]
the emperor's envy,https://www.light.gg/db/items/4288031461,pvp,Fusion Rifle,Precision Frame,[],[],[],[]
the epicurean,https://www.light.gg/db/items/4124357815,pve,Fusion Rifle,Precision Frame,"['Hammer-Forged Rifling', 'Smallbore', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling']","['Liquid Coils', 'Projection Fuse', 'Enhanced Battery', 'Particle Repeater']","['Tap the Trigger', 'Feeding Frenzy', 'Quickdraw']","['Demolitionist', 'Backup Plan', 'Swashbuckler', 'Moving Target']"
the epicurean,https://www.light.gg/db/items/4124357815,pvp,Fusion Rifle,Precision Frame,"['Hammer-Forged Rifling', 'Smallbore', 'Full Bore']","['Liquid Coils', 'Projection Fuse']","['Tap the Trigger', 'Feeding Frenzy', 'Quickdraw', 'Under Pressure']","['Demolitionist', 'Backup Plan', 'Swashbuckler', 'Rangefinder']"
the wizened rebuke,https://www.light.gg/db/items/930590127,pve,Fusion Rifle,High-Impact Frame,"['Red Dot 2 MOA', 'Red Dot Micro', 'Cleanshot IS']","['Projection Fuse', 'Enhanced Battery', 'Particle Repeater']","['Auto-Loading Holster', 'Threat Detector']","['Backup Plan', 'High-Impact Reserves', 'Demolitionist']"
the wizened rebuke,https://www.light.gg/db/items/930590127,pvp,Fusion Rifle,High-Impact Frame,"['Red Dot 2 MOA', 'Red Dot Micro']","['Projection Fuse', 'Liquid Coils']","['Auto-Loading Holster', 'Under Pressure', 'Moving Target']","['Backup Plan', 'High-Impact Reserves', 'Demolitionist', 'Rangefinder', 'Tap the Trigger']"
the wizened rebuke,https://www.light.gg/db/items/2961807684,pve,Fusion Rifle,High-Impact Frame,[],[],[],[]
the wizened rebuke,https://www.light.gg/db/items/2961807684,pvp,Fusion Rifle,High-Impact Frame,[],[],[],[]
timelines' vertex,https://www.light.gg/db/items/1006783454,pve,Fusion Rifle,Adaptive Frame,[],[],[],[]
timelines' vertex,https://www.light.gg/db/items/1006783454,pvp,Fusion Rifle,Adaptive Frame,[],[],[],[]
timelines' vertex,https://www.light.gg/db/items/3055192515,pve,Fusion Rifle,Adaptive Frame,"['Torch HS3', 'Candle PS', 'Spark PS']","['Liquid Coils', 'Enhanced Battery', 'Ionized Battery']","['Lead from Gold', 'Field Prep', 'Auto-Loading Holster']","['Elemental Capacitor', 'Demolitionist', 'Disruption Break']"
timelines' vertex,https://www.light.gg/db/items/3055192515,pvp,Fusion Rifle,Adaptive Frame,"['Torch HS3', 'Impulse MS3', 'Flash HS5']","['Liquid Coils', 'Particle Repeater']",['Firmly Planted'],"['Elemental Capacitor', 'Demolitionist', 'Snapshot Sights']"
zealot's reward,https://www.light.gg/db/items/2209003210,pve,Fusion Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accelerated Coils', 'Liquid Coils', 'Projection Fuse']","['Feeding Frenzy', 'Auto-Loading Holster', 'Shield Disorient']","['Backup Plan', 'Rampage', 'Disruption Break']"
zealot's reward,https://www.light.gg/db/items/2209003210,pvp,Fusion Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accelerated Coils', 'Liquid Coils', 'Projection Fuse', 'Particle Repeater']","['Feeding Frenzy', 'Auto-Loading Holster', 'Under Pressure']",['Backup Plan']
flash and thunder,https://www.light.gg/db/items/1983332560,pve,Grenade Launcher,Lightweight Frame,[],[],[],[]
flash and thunder,https://www.light.gg/db/items/1983332560,pvp,Grenade Launcher,Lightweight Frame,[],[],[],[]
martyr's retribution,https://www.light.gg/db/items/3850168899,pve,Grenade Launcher,Wave Frame,"['Countermass', 'Quick Launch', 'Smart Drift Control']","['High-Velocity Rounds', 'Implosion Rounds']","['Auto-Loading Holster', 'Field Prep']","['Rangefinder', 'Demolitionist', 'Lead from Gold']"
martyr's retribution,https://www.light.gg/db/items/3850168899,pvp,Grenade Launcher,Wave Frame,"['Volatile Launch', 'Confined Launch', 'Linear Compensator']","['High-Velocity Rounds', 'Implosion Rounds']","['Auto-Loading Holster', 'Field Prep']","['Rangefinder', 'Demolitionist']"
orewing's maul,https://www.light.gg/db/items/2108920981,pve,Grenade Launcher,Lightweight Frame,"['Linear Compensator', 'Quick Launch', 'Smart Drift Control']","['Spike Grenades', 'High-Velocity Rounds']","['Grave Robber', 'Field Prep', 'Pulse Monitor']","['Auto-Loading Holster', 'Demolitionist']"
orewing's maul,https://www.light.gg/db/items/2108920981,pvp,Grenade Launcher,Lightweight Frame,"['Volatile Launch', 'Countermass', 'Hard Launch']","['Spike Grenades', 'Proximity Grenades']",['Quickdraw'],"['Auto-Loading Holster', 'Demolitionist']"
orewing's maul,https://www.light.gg/db/items/1870979911,pve,Grenade Launcher,Lightweight Frame,[],[],[],[]
orewing's maul,https://www.light.gg/db/items/1870979911,pvp,Grenade Launcher,Lightweight Frame,[],[],[],[]
truthteller,https://www.light.gg/db/items/3252697558,pve,Grenade Launcher,Lightweight Frame,[],[],[],[]
truthteller,https://www.light.gg/db/items/3252697558,pvp,Grenade Launcher,Lightweight Frame,[],[],[],[]
a cold sweat,https://www.light.gg/db/items/2071412133,pve,Hand Cannon,Precision Frame,[],[],[],[]
a cold sweat,https://www.light.gg/db/items/2071412133,pvp,Hand Cannon,Precision Frame,[],[],[],[]
ancient gospel,https://www.light.gg/db/items/48643186,pve,Hand Cannon,Adaptive Frame,"['Smallbore', 'Chambered Compensator', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling']","['Tactical Mag', 'Extended Mag']","['Rapid Hit', 'Slideshot', 'Outlaw']","['Kill Clip', 'Swashbuckler', 'Dragonfly']"
ancient gospel,https://www.light.gg/db/items/48643186,pvp,Hand Cannon,Adaptive Frame,"['Smallbore', 'Full Bore', 'Hammer-Forged Rifling']","['Tactical Mag', 'Accurized Rounds']","['Rapid Hit', 'Slideshot', 'Outlaw', 'Eye of the Storm']","['Kill Clip', 'Swashbuckler', 'Rangefinder']"
annual skate,https://www.light.gg/db/items/2145476623,pve,Hand Cannon,Adaptive Frame,[],[],[],[]
annual skate,https://www.light.gg/db/items/2145476623,pvp,Hand Cannon,Adaptive Frame,[],[],[],[]
daedalus code,https://www.light.gg/db/items/1351035691,pve,Hand Cannon,Lightweight Frame,[],[],[],[]
daedalus code,https://www.light.gg/db/items/1351035691,pvp,Hand Cannon,Lightweight Frame,[],[],[],[]
finite impactor,https://www.light.gg/db/items/701922966,pve,Hand Cannon,Adaptive Frame,[],[],[],[]
finite impactor,https://www.light.gg/db/items/701922966,pvp,Hand Cannon,Adaptive Frame,[],[],[],[]
ikelos_hc_v1.0.1,https://www.light.gg/db/items/3866356643,pve,Hand Cannon,Precision Frame,[],[],[],[]
ikelos_hc_v1.0.1,https://www.light.gg/db/items/3866356643,pvp,Hand Cannon,Precision Frame,[],[],[],[]
imset hc4,https://www.light.gg/db/items/3860697510,pve,Hand Cannon,Lightweight Frame,[],[],[],[]
imset hc4,https://www.light.gg/db/items/3860697510,pvp,Hand Cannon,Lightweight Frame,[],[],[],[]
jack queen king 3,https://www.light.gg/db/items/410996590,pve,Hand Cannon,Lightweight Frame,"['TrueSight HCS', 'HitMark HCS', 'Fastdraw HCS', 'SteadyHand HCS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell']","['Demolitionist', 'Subsistence', 'Auto-Loading Holster', 'Ambitious Assassin']","['Rampage', 'Swashbuckler', 'Dragonfly', 'Surrounded']"
jack queen king 3,https://www.light.gg/db/items/410996590,pvp,Hand Cannon,Lightweight Frame,"['TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']","['High-Caliber Rounds', 'Ricochet Rounds']","['Demolitionist', 'Subsistence', 'Threat Detector']","['Rampage', 'Swashbuckler', 'Snapshot Sights']"
jack queen king 3,https://www.light.gg/db/items/3285365666,pve,Hand Cannon,Lightweight Frame,[],[],[],[]
jack queen king 3,https://www.light.gg/db/items/3285365666,pvp,Hand Cannon,Lightweight Frame,[],[],[],[]
kindled orchid,https://www.light.gg/db/items/2575506895,pve,Hand Cannon,Adaptive Frame,['Hammer-Forged Rifling'],"['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Flared Magwell']","['Outlaw', 'Kill Clip', 'Shield Disorient']","['Rapid Hit', 'Rampage', 'Disruption Break']"
kindled orchid,https://www.light.gg/db/items/2575506895,pvp,Hand Cannon,Adaptive Frame,"['Hammer-Forged Rifling', 'Extended Barrel', 'Full Bore', 'Smallbore']",['Accurized Rounds'],"['Outlaw', 'Kill Clip', 'Rangefinder', 'Quickdraw']","['Rapid Hit', 'Rampage', 'Explosive Payload']"
luna's howl,https://www.light.gg/db/items/153979396,pve,Hand Cannon,Precision Frame,[],[],[],[]
luna's howl,https://www.light.gg/db/items/153979396,pvp,Hand Cannon,Precision Frame,[],[],[],[]
minuet-42,https://www.light.gg/db/items/3860697508,pve,Hand Cannon,Adaptive Frame,[],[],[],[]
minuet-42,https://www.light.gg/db/items/3860697508,pvp,Hand Cannon,Adaptive Frame,[],[],[],[]
nation of beasts,https://www.light.gg/db/items/654370424,pve,Hand Cannon,Adaptive Frame,"['Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling']",['Accurized Rounds'],['Outlaw'],['Kill Clip']
nation of beasts,https://www.light.gg/db/items/654370424,pvp,Hand Cannon,Adaptive Frame,[],[],[],[]
nature of the beast,https://www.light.gg/db/items/468276817,pve,Hand Cannon,Precision Frame,[],[],[],[]
nature of the beast,https://www.light.gg/db/items/468276817,pvp,Hand Cannon,Precision Frame,[],[],[],[]
not forgotten,https://www.light.gg/db/items/153979399,pve,Hand Cannon,Precision Frame,[],[],[],[]
not forgotten,https://www.light.gg/db/items/153979399,pvp,Hand Cannon,Precision Frame,[],[],[],[]
older sister iii,https://www.light.gg/db/items/2693941407,pve,Hand Cannon,Adaptive Frame,[],[],[],[]
older sister iii,https://www.light.gg/db/items/2693941407,pvp,Hand Cannon,Adaptive Frame,[],[],[],[]
optative,https://www.light.gg/db/items/2138599001,pve,Hand Cannon,Precision Frame,"['Hammer-Forged Rifling', 'Corkscrew Rifling', 'Fluted Barrel']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Rapid Hit', 'Outlaw', ""Fourth Time's the Charm""]","['Kill Clip', 'Demolitionist']"
optative,https://www.light.gg/db/items/2138599001,pvp,Hand Cannon,Precision Frame,"['Hammer-Forged Rifling', 'Extended Barrel', 'Full Bore']",['Accurized Rounds'],"['Rapid Hit', 'Outlaw']","['Kill Clip', 'Opening Shot']"
shattered peace,https://www.light.gg/db/items/2145476622,pve,Hand Cannon,Lightweight Frame,[],[],[],[]
shattered peace,https://www.light.gg/db/items/2145476622,pvp,Hand Cannon,Lightweight Frame,[],[],[],[]
the defiant,https://www.light.gg/db/items/2817949113,pve,Hand Cannon,Lightweight Frame,[],[],[],[]
the defiant,https://www.light.gg/db/items/2817949113,pvp,Hand Cannon,Lightweight Frame,[],[],[],[]
thin line,https://www.light.gg/db/items/1178886909,pve,Hand Cannon,Aggressive Frame,[],[],[],[]
thin line,https://www.light.gg/db/items/1178886909,pvp,Hand Cannon,Aggressive Frame,[],[],[],[]
trust,https://www.light.gg/db/items/4077196130,pve,Hand Cannon,Precision Frame,"['Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['Accurized Rounds', 'Extended Mag', 'Alloy Magazine', 'Flared Magwell']","['Dragonfly', 'Outlaw', 'Triple Tap']","['Explosive Payload', 'Rampage', 'Rapid Hit', 'Zen Moment']"
trust,https://www.light.gg/db/items/4077196130,pvp,Hand Cannon,Precision Frame,[],[],[],[]
waking vigil,https://www.light.gg/db/items/334171687,pve,Hand Cannon,Lightweight Frame,"['HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']","['Extended Mag', 'Ricochet Rounds', 'Flared Magwell', 'Alloy Magazine']","['Opening Shot', 'Triple Tap', 'Zen Moment']","['Outlaw', 'Dragonfly']"
waking vigil,https://www.light.gg/db/items/334171687,pvp,Hand Cannon,Lightweight Frame,"['HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']","['Extended Mag', 'Ricochet Rounds', 'Flared Magwell']",['Opening Shot'],"['Outlaw', 'Slideshot']"
adhortative,https://www.light.gg/db/items/1167153950,pve,Pulse Rifle,Adaptive Frame,"['Arrowhead Brake', 'Extended Barrel', 'Chambered Compensator', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'Flared Magwell']","['Feeding Frenzy', 'Underdog', 'Field Prep']","['Dragonfly', 'Rampage', 'Multikill Clip']"
adhortative,https://www.light.gg/db/items/1167153950,pvp,Pulse Rifle,Adaptive Frame,"['Arrowhead Brake', 'Extended Barrel']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Feeding Frenzy', 'Underdog', 'Firmly Planted']","['Dragonfly', 'Rangefinder']"
agenda 5,https://www.light.gg/db/items/1513927139,pve,Pulse Rifle,Lightweight Frame,[],[],[],[]
agenda 5,https://www.light.gg/db/items/1513927139,pvp,Pulse Rifle,Lightweight Frame,[],[],[],[]
agrona pr4,https://www.light.gg/db/items/1178397318,pve,Pulse Rifle,Lightweight Frame,[],[],[],[]
agrona pr4,https://www.light.gg/db/items/1178397318,pvp,Pulse Rifle,Lightweight Frame,[],[],[],[]
cadenza-43,https://www.light.gg/db/items/339343291,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
cadenza-43,https://www.light.gg/db/items/339343291,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
claws of the wolf,https://www.light.gg/db/items/1280933460,pve,Pulse Rifle,Rapid-Fire Frame,['Chambered Compensator'],['Ricochet Rounds'],"['Outlaw', 'Slideshot']","['Kill Clip', 'Rangefinder']"
claws of the wolf,https://www.light.gg/db/items/1280933460,pvp,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
darkest before,https://www.light.gg/db/items/325519402,pve,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
darkest before,https://www.light.gg/db/items/325519402,pvp,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
heart of time,https://www.light.gg/db/items/4145119417,pve,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
heart of time,https://www.light.gg/db/items/4145119417,pvp,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
horror's least,https://www.light.gg/db/items/1071542914,pve,Pulse Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Fluted Barrel', 'Smallbore']","['Extended Mag', 'High-Caliber Rounds', 'Flared Magwell', 'Light Mag']","['Zen Moment', 'Full Auto Trigger System', 'Under Pressure']","['Kill Clip', 'High-Impact Reserves', 'Dragonfly']"
horror's least,https://www.light.gg/db/items/1071542914,pvp,Pulse Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Polygonal Rifling']","['Extended Mag', 'High-Caliber Rounds', 'Ricochet Rounds']","['Zen Moment', 'Headseeker', 'Rangefinder']","['Kill Clip', 'High-Impact Reserves', 'Dragonfly']"
impromptu-49,https://www.light.gg/db/items/228424224,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
impromptu-49,https://www.light.gg/db/items/228424224,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
inaugural address,https://www.light.gg/db/items/3325744914,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
inaugural address,https://www.light.gg/db/items/3325744914,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
infinite paths 8,https://www.light.gg/db/items/161537637,pve,Pulse Rifle,Lightweight Frame,[],[],[],[]
infinite paths 8,https://www.light.gg/db/items/161537637,pvp,Pulse Rifle,Lightweight Frame,[],[],[],[]
infinite paths 8,https://www.light.gg/db/items/3233390913,pve,Pulse Rifle,Lightweight Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Smallbore', 'Fluted Barrel']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Appended Mag', 'Flared Magwell']","['Demolitionist', 'Auto-Loading Holster', 'Genesis']","['Swashbuckler', 'Zen Moment', 'Dragonfly']"
infinite paths 8,https://www.light.gg/db/items/3233390913,pvp,Pulse Rifle,Lightweight Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Smallbore', 'Extended Barrel']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds']","['Demolitionist', 'Moving Target']","['Swashbuckler', 'Zen Moment', 'Eye of the Storm']"
jian 7 rifle,https://www.light.gg/db/items/625672050,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
jian 7 rifle,https://www.light.gg/db/items/625672050,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
jian 7 rifle,https://www.light.gg/db/items/1162247618,pve,Pulse Rifle,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front', 'SLO-12 Post']","['High-Caliber Rounds', 'Appended Mag', 'Armor-Piercing Rounds']","['Full Auto Trigger System', 'Grave Robber', 'Disruption Break']","['Rampage', 'Outlaw', 'Swashbuckler', 'Dragonfly']"
jian 7 rifle,https://www.light.gg/db/items/1162247618,pvp,Pulse Rifle,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front', 'SRO-52 Ocular']","['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']","['Full Auto Trigger System', 'Zen Moment', 'Firmly Planted']","['Rampage', 'Outlaw', 'Rangefinder']"
jorum's claw,https://www.light.gg/db/items/622058944,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
jorum's claw,https://www.light.gg/db/items/622058944,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
last perdition,https://www.light.gg/db/items/962412079,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
last perdition,https://www.light.gg/db/items/962412079,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
last perdition,https://www.light.gg/db/items/188882152,pve,Pulse Rifle,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front', 'SLO-10 Post']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Drop Mag', 'Appended Mag', 'Extended Mag', 'Flared Magwell']","['Outlaw', 'Rangefinder']","['Kill Clip', 'Rampage', 'High-Impact Reserves', 'Full Auto Trigger System']"
last perdition,https://www.light.gg/db/items/188882152,pvp,Pulse Rifle,Adaptive Frame,"['SPO-57 Front', 'SPO-28 Front', 'SPO-26 Front']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds']","['Outlaw', 'Rangefinder', 'Moving Target']","['Kill Clip', 'Snapshot Sights', 'Zen Moment']"
nergal pr4,https://www.light.gg/db/items/339343290,pve,Pulse Rifle,Lightweight Frame,[],[],[],[]
nergal pr4,https://www.light.gg/db/items/339343290,pvp,Pulse Rifle,Lightweight Frame,[],[],[],[]
outlast,https://www.light.gg/db/items/299665907,pve,Pulse Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Extended Barrel']","['Tactical Mag', 'Appended Mag', 'Extended Mag', 'Flared Magwell']","['Full Auto Trigger System', 'Outlaw', 'Feeding Frenzy']","['Rampage', 'Kill Clip', 'Demolitionist']"
outlast,https://www.light.gg/db/items/299665907,pvp,Pulse Rifle,Rapid-Fire Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Extended Barrel']","['Tactical Mag', 'Accurized Rounds', 'Steady Rounds']","['Full Auto Trigger System', 'Outlaw', 'Feeding Frenzy', 'Rangefinder']","['Rampage', 'Kill Clip', 'Demolitionist']"
premonition,https://www.light.gg/db/items/208088207,pve,Pulse Rifle,High-Impact Frame,"['Arrowhead Brake', 'Chambered Compensator', 'Fluted Barrel']","['High-Caliber Rounds', 'Appended Mag']","['Firmly Planted', 'Outlaw']","['Kill Clip', 'Demolitionist', 'Dragonfly']"
premonition,https://www.light.gg/db/items/208088207,pvp,Pulse Rifle,High-Impact Frame,"['Arrowhead Brake', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds']","['Firmly Planted', 'Outlaw', 'Rangefinder']","['Kill Clip', 'Demolitionist', 'Headseeker']"
requiem-45,https://www.light.gg/db/items/159056377,pve,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
requiem-45,https://www.light.gg/db/items/159056377,pvp,Pulse Rifle,Rapid-Fire Frame,[],[],[],[]
right side of wrong,https://www.light.gg/db/items/3376406418,pve,Pulse Rifle,Aggressive Burst,[],[],[],[]
right side of wrong,https://www.light.gg/db/items/3376406418,pvp,Pulse Rifle,Aggressive Burst,[],[],[],[]
swift ride,https://www.light.gg/db/items/1513927136,pve,Pulse Rifle,Adaptive Frame,[],[],[],[]
swift ride,https://www.light.gg/db/items/1513927136,pvp,Pulse Rifle,Adaptive Frame,[],[],[],[]
swift ride xe8375,https://www.light.gg/db/items/1386601612,pve,Pulse Rifle,Adaptive Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['Tactical Mag', 'Appended Mag', 'Extended Mag', 'Flared Magwell']","['Outlaw', 'Ambitious Assassin']","['Rampage', 'Kill Clip', 'Full Auto Trigger System']"
swift ride xe8375,https://www.light.gg/db/items/1386601612,pvp,Pulse Rifle,Adaptive Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['Tactical Mag', 'Accurized Rounds', 'Steady Rounds']","['Outlaw', 'Rangefinder', 'Moving Target']","['Rampage', 'Kill Clip', 'Headseeker', 'Zen Moment']"
adverse possession ix,https://www.light.gg/db/items/1531295694,pve,Scout Rifle,Precision Frame,[],[],[],[]
adverse possession ix,https://www.light.gg/db/items/1531295694,pvp,Scout Rifle,Precision Frame,[],[],[],[]
black scorpion-4sr,https://www.light.gg/db/items/525750263,pve,Scout Rifle,VEIST Rapid-Fire,"['Chambered Compensator', 'Fluted Barrel', 'Polygonal Rifling', 'Extended Barrel']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Extended Mag']","['Zen Moment', 'Moving Target', 'Triple Tap', 'High-Impact Reserves']","['Outlaw', 'Rampage', 'Genesis', 'Dragonfly']"
black scorpion-4sr,https://www.light.gg/db/items/525750263,pvp,Scout Rifle,VEIST Rapid-Fire,"['Chambered Compensator', 'Fluted Barrel', 'Polygonal Rifling']","['Accurized Rounds', 'Tactical Mag', 'Steady Rounds']","['Zen Moment', 'Moving Target']","['Outlaw', 'Rampage']"
black scorpion-4sr,https://www.light.gg/db/items/925326394,pve,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
black scorpion-4sr,https://www.light.gg/db/items/925326394,pvp,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
braytech rwp mk. ii,https://www.light.gg/db/items/717150101,pve,Scout Rifle,High-Impact Frame,[],[],[],[]
braytech rwp mk. ii,https://www.light.gg/db/items/717150101,pvp,Scout Rifle,High-Impact Frame,[],[],[],[]
calusea noblesse,https://www.light.gg/db/items/2338088853,pve,Scout Rifle,High-Impact Frame,"['Chambered Compensator', 'Fluted Barrel', 'Corkscrew Rifling', 'Polygonal Rifling']","['Tactical Mag', 'Steady Rounds', 'Appended Mag']","['Outlaw', 'Moving Target', 'Subsistence', 'Disruption Break', 'Ambitious Assassin']","['Rampage', 'Dragonfly', 'Multikill Clip', 'Shield Disorient']"
calusea noblesse,https://www.light.gg/db/items/2338088853,pvp,Scout Rifle,High-Impact Frame,"['Chambered Compensator', 'Fluted Barrel', 'Arrowhead Brake']","['Tactical Mag', 'Steady Rounds']","['Outlaw', 'Moving Target', 'Zen Moment']","['Rampage', 'Dragonfly']"
conspirator,https://www.light.gg/db/items/3906942101,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
conspirator,https://www.light.gg/db/items/3906942101,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
contingency plan,https://www.light.gg/db/items/2625782213,pve,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
contingency plan,https://www.light.gg/db/items/2625782213,pvp,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
distant relation,https://www.light.gg/db/items/2034817450,pve,Scout Rifle,Precision Frame,"['Chambered Compensator', 'Extended Barrel', 'Hammer-Forged Rifling']",['Accurized Rounds'],"['Outlaw', 'Auto-Loading Holster']","['Explosive Payload', 'Opening Shot']"
distant relation,https://www.light.gg/db/items/2034817450,pvp,Scout Rifle,Precision Frame,[],[],[],[]
eternal blazon,https://www.light.gg/db/items/1927800278,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
eternal blazon,https://www.light.gg/db/items/1927800278,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
frostmire's hex,https://www.light.gg/db/items/3005104939,pve,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
frostmire's hex,https://www.light.gg/db/items/3005104939,pvp,Scout Rifle,VEIST Rapid-Fire,[],[],[],[]
manannan sr4,https://www.light.gg/db/items/925326393,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
manannan sr4,https://www.light.gg/db/items/925326393,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
metronome-52,https://www.light.gg/db/items/3434629515,pve,Scout Rifle,Precision Frame,[],[],[],[]
metronome-52,https://www.light.gg/db/items/3434629515,pvp,Scout Rifle,Precision Frame,[],[],[],[]
motion to compel,https://www.light.gg/db/items/3425561386,pve,Scout Rifle,High-Impact Frame,[],[],[],[]
motion to compel,https://www.light.gg/db/items/3425561386,pvp,Scout Rifle,High-Impact Frame,[],[],[],[]
no feelings,https://www.light.gg/db/items/1931556011,pve,Scout Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Tactical Mag', 'Flared Magwell', 'Accurized Rounds', 'Appended Mag', 'Alloy Magazine']","['Outlaw', 'Rapid Hit', 'Triple Tap', 'Mulligan']","['Explosive Payload', 'Kill Clip', 'Rampage', 'Box Breathing']"
no feelings,https://www.light.gg/db/items/1931556011,pvp,Scout Rifle,Precision Frame,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']","['Tactical Mag', 'Flared Magwell', 'Steady Rounds']","['Outlaw', 'Rapid Hit']","['Explosive Payload', 'Kill Clip', 'Zen Moment', 'Moving Target']"
oxygen sr3,https://www.light.gg/db/items/3907337522,pve,Scout Rifle,Precision Frame,[],[],[],[]
oxygen sr3,https://www.light.gg/db/items/3907337522,pvp,Scout Rifle,Precision Frame,[],[],[],[]
